INCL,LNG,MS,MS_subtype,r_overview,item,gloss,function_classes,clacomb_sem,notes,cxn_related,piv_sens,pro_null,mainCla_pro,cpxPreds,locii,source,examples
sample,KAM,cjxPbo,"external, sV-CVBZ",[sV(:NMZ)]-rnung 'DAT',-rnung,DAT,t_result_purp,,,,,yes,,,,Harvey1990_98-100,"""5.16-04"", ""5.16-05"""
sample,KAM,cjxPbo,external,[V:INFL]-rdiyn 'ABL',-rdiyn,ABL,t_prior_cause,,,,,,,,,Harvey1990_98-100,"""5.16-02"""
sample,KAM,int_disc_misc,,[V:FUT_V]:FUT,:FUT,FUT,"t_simult_circ, cond","cond-hyp, temp-circ",,,,,,,,Harvey1990_99-100,"""5.16-07b"""
sample,KAM,int_disc_misc,,[V:FUT/COND/SBJV]-ma 'PROM',-ma,PROM,cond,,"""not topic or focus, as in common usage""",,,,,,,Harvey1990_99-100,"""5.16-06"", ""5.16-08"", ""4.09-11"""
sample,LML,cjxCla,left-edge,di-ya-k=ulang 'DEF-IV-DIST=SOU',di-ya-k=ulang,DEF-IV-DIST=SOU,t_result_purp,,,,,,,,,Harvey2001_115,"""5-66"", ""5-67"""
sample,LML,int_disc_misc,,di-ya-k=bungan 'DEF-IV-DIST-OBL',ji-ya-k=bungan,DEF-IV-DIST-OBL,t_result_purp,'because of this',,,,,,,,Harvey2001_115-116,"""5-68_69"""
sample,LML,int_disc_misc,mood,a:[V]:yi 'IRR...EV',a:...:yi,IRR...EV,appreh,,,,,,,,,Harvey2001_116,"""5-71"""
sample,LML,int_disc_misc,,lakgarni 'LOC',lakgarni,LOC,reference,ref-loc,,,,,,,,Harvey2001_72-75,"""T7-40"""
sample,GAA,int_disc_misc,prominence,[N]-ma 'PRM',-ma,PRM,"t_simult_circ, contr_advers","temp-circ, contrast",N-prominence,,,,,,,Harvey2002_161-162,"""5-66"", ""7-246"""
sample,GAA,int_disc_misc,"mood, attitude",[V]:EVIT,:EVIT,EVIT,"cond, appreh",cond-hyp(appreh),,,,,,,,Harvey2002_250-252,"""6-169"""
sample,GAA,int_disc_misc,tense,[V]:FU(-SUB),:FU,FU,cond,,,,,,,,,Harvey2002_250-252_371,"""5-90"", ""5-91"", ""7-202"":""7:204"""
sample,GAA,int_disc_misc,mood,[V]:IRR,:IRR,IRR,cond,,,,,,,,,Harvey2002_371,"""7-201"""
sample,GAA,cjxPbo,external,[V:INFL]-ma 'SUB',-ma,SUB,"reference, t_simult_circ","ref-nom, ref-loc, temp-circ",,,,,,,,Harvey2002_371-373,"""4-146"", ""5-46"", ""5-66"", ""7-207"":""7-210"""
sample,GAA,int_disc_misc,timeAdverbial,baleeru 'later>lest',baleeru,later>lest,t_result_purp,temp-fut,simple future,,,,,,,Harvey2002_373-376,"""6-31"", ""7-214"""
sample,GAA,int_disc_misc,"timeAdverbial, mood, attitude",baleeru 'later>lest' [+V:EV],baleeru,later>lest,appreh,,,[+V:EV],,,,,,Harvey2002_373-376,"""6-42"", ""6-65"", ""6-116"", ""6-127"", ""6-164"", ""6-168"", ""7-222"", ""7-237"""
sample,GAA,int_disc_misc,timeAdverbial,garrmaarna 'after',garrmaarna,after,t_result_purp,,,,,,,,,Harvey2002_374,"""7-212"", ""7-213"""
sample,GAA,cjxCla,left-edge,mananggarr (gu-djiinba) 'that:IV (IV-reason)',mananggarr,that:IV,t_result_purp,,,(gu-djiinba) 'IV-reason',,,,,,Harvey2002_376-377,"""7-222"":""7-225"""
sample,GAA,int_disc_misc,timeAdverbial,bardába 'later',bardaba,later,t_result_purp,,,,,,,,,Harvey2002_376-379,"""7-230"""
sample,GAA,int_disc_misc,,gaala 'okay',gaala,okay,t_result_purp,,,,,,,,,Harvey2002_380-381,"""7-238"""
sample,GAA,int_disc_misc,,gada 'EXP',gada,EXP,"t_result_purp, contr_advers",,,,,,,,,Harvey2002_381-382,"""5-82"", ""7-239"":""7:243"", ""7:249"""
sample,GAA,cjxCla,left-edge,gooro 'like',gooro,like,compar_manner,,,,,,,,,Harvey2002_383,"""7-245"""
sample,MAR,int_disc_misc,,wa-ni-ngga-yani 'from there',wa-ni-ngga-yani,from there,t_result_purp,,,,,,,,,Heath1981_160_298,"""T3-2"", ""T5-5"", ""T8-1"", ""T10-4"", ""T13-6"", ""T14-4"", ""T15-2"", ""T20-2"", ""T21-3"", ""T25-5"", ""T37-2"", ""T40-6"""
sample,MAR,cjxPbo,"external, sV-CVBZ",[sV:manjarr]-i 'PURP',-i,PURP,t_result_purp,,,,SS,yes,,,,Heath1981_282-283,"[_282]""1"", ""2"""
sample,MAR,nfin,sV-CVBZ,(OBL-)[sV]-manggirri(-PURP),-manggiri,manggiri,"complement, t_result_purp",to the point of ..ing',,,,yes,,,,Heath1981_282-283,"[_283]""4"""
sample,MAR,nfin,sV-CVBZ,[sV]-manjarr,-manjar,manjar,t_result_purp,,,,,yes,,,,Heath1981_282-283,"[_283]""1"":""2"""
sample,MAR,cjxCla,left-edge,ga-na 'ART',ga-na,ART,"reference, t_simult_circ, cond",,,,,,,,,Heath1981_291-292_294-295,"[_294]""1"":""4"""
sample,MAR,int_disc_misc,,ga 'as for',ga,as for,contr_advers,,,,,,,,,Heath1981_292,"[_292]""3"", ""T42-3a"""
sample,MAR,cjxCla,left-edge,bigana 'because',bigana,because,t_prior_cause,"reason, conseq",,,,,,,,Heath1981_295-296,"[_295]""2"", ""3"""
sample,MAR,cjxCla,left-edge,bigana 'because' [_V:lest],bigana,because,appreh,,,[_V:lest],,,,,,Heath1981_295-296,"[_296]""1"""
sample,MAR,cjxCla,left-edge,warnggu 'until<then',warrnggu,until<then,t_result_purp,endpoint?,,,,,,,,Heath1981_296,"[_296]""2"":""3"", ""T39-3c_4a"", ""T39-4b_c"""
sample,MAR,cjxCla,left-edge,rnungga 'then/so that',rnungga,then/so that,t_result_purp,,,,,,,,,Heath1981_297,"[_297]""1"":""2"", ""T8-3b_c"", ""T29-3e_f"", ""T29-3f_4a"", ""T29-5a_b"", ""T30-4f_g"", ""T30-5c"", ""T38-2a_b"""
sample,MAR,int_disc_misc,,guda 'that's all/finished',guda,that's all/finished,t_result_purp,,,,,,,,,Heath1981_297-298,"""T26-1e2"""
sample,MAR,cjxCla,left-edge,ga-na 'ART' [_warnggu],ga-na,ART,"t_simult_circ, cond, t_result_purp",,,[_warnggu],,,,,,Heath1981_298-299,"[_298]""1a"", [_299]""1"":""2"""
sample,MAR,cjxCla,left-edge,ga-na 'ART' [+V:FUT/IRR],ga-na,ART,cond,,,[+V:FUT/IRR],,,,,,Heath1981_299,"[_299]""1"", ""2"""
sample,MAR,cjxPbo,"external, sV-CVBZ",[desid_sV:manjarr]-i 'PURP',-i,PURP,complement,,,,,yes,,,,Heath1981_299_301,"[_299]""3"""
sample,MAR,cjxCla,left-edge,galimba 'and',galimba,and,addit,,,,,,,,,Heath1981_302,"""T19-1a"", ""T19-1b"", ""T33-1d"""
sample,MAR,cjxCla,left-edge,ngaba 'also',ngaba,also,addit,,,,,,,,,Heath1981_302,"""T23-6d_e"""
sample,MAR,cjxCla,left-edge,ga (mingi) 'but (then)',ga,but/then,"contr_advers, t_result_purp, addit",,,,,,,,,Heath1981_302-303,"""T23-12b"", ""T25-5a_b"""
sample,MAR,int_disc_misc,mod,marlana 'possible',marlana,possible,t_result_purp,purp,mod-epist (one example),,,,,,,Heath1981_305,"""T26-1e1"""
sample,MAR,cjxCla,left-edge,mani 'like',mani,like,compar_manner,compar-real,,,,,,,,Heath1981_306_470,"""T28-3"""
sample,MAR,cjxCla,left-edge,wuninggi 'further',wuninggi,further,addit,,,,,,,,,Heath1981_308,?
sample,MAR,cjxCla,left-edge,wuninggi 'further' [_V:lest],wuninggi,further,appreh,,,[_V:lest],,,,,,Heath1981_308,"[_187]""1"":""2"", [_308]""1"""
sample,MAR,cjxCla,left-edge,wumanyi 'never mind/although',wumanyi,never mind/although,concess,,,,,,,,,Heath1981_308,"""T32-2"""
sample,PAK,int_disc_misc,,minha(-minha) 'what(-what)',minha(-minha),what(-what),cond,cond-concess-univ,,,,,,,,Hercus1982_167-171,"""440"", ""576"""
sample,PAK,int_disc_misc,,yunuuna(-mandi) 'thus/in that way>therefore',yunuuna(-mandi),thus/in that way>therefore,t_result_purp,,,,,,,,,Hercus1982_174_302,"""T2-3"", ""T4-6"""
sample,PAK,int_disc_misc,"aspect, person",[V]:nggu-ru 'PERF-3sg',:nggu-ru,PERF-3sg,t_prior_cause,,,,,,,,,Hercus1982_198-199_201,"""538"", ""539"""
sample,PAK,nfin,converb,[perc_V:CONT]:ana[^-PRO] 'PTCP/NPST',:ana,PTCP/NPST,complement,,,[^-PRO][perc_,,yes,,,,Hercus1982_212,"""573"":""577"""
sample,PAK,nfin,converb,[V:CONT]:ana[^-PRO] 'PTCP/NPST',:ana,PTCP/NPST,t_simult_circ,,,[^-PRO],,yes,,,,Hercus1982_213,"""578"""
sample,PAK,nfin,converb,[V]:la[^-PRO] 'OPT',:la,OPT,t_result_purp,,,[^-PRO],SS,yes,,,,Hercus1982_213-214,"""568"", ""580"":""583"""
sample,PAK,cjxPbo,external,[V:INFL-PRO]-rhi 'DAT',-rhi,DAT,t_result_purp,,,[-PRO],O=S',,,,,Hercus1982_215,"""584"", ""585"""
sample,PAK,cjxPbo,external,[V:INFL-PRO]-manda 'PURP',-manda,PURP,t_result_purp,,,[-PRO],O=S',,,,,Hercus1982_216,"""588"", ""589"""
sample,PAK,cjxPbo,external,[V:INFL]-ambala 'COMIT',-ambala,COMIT,t_prior_cause,,,,,,,,,Hercus1982_216,"""591"""
sample,PAK,int_disc_misc,,dhuna/wara 'then',dhuna/wara,then,t_result_purp,,,,,,,,,Hercus1982_231-232,"""645"", ""646"""
sample,PAK,cjxCla,left-edge,dhuna 'then>if' [+V:FUT],dhuna,then>if,cond,,sequential,[+V:FUT],,,,,,Hercus1982_243-244,"""T2-1"":""T2-2"""
sample,ARW,cjxPbo,left-edge,(ignoratives),(ignoratives),(ignoratives),complement,,,,,,,,,Hercus1994_126-129,"""291"":""293"""
sample,ARW,int_disc_misc,aspect,[perc_V]:(yi)ngura/:kura 'CONT/CONT.P',:(yi)ngura/:kura,CONT/CONT.P,complement,,,,,,,,,Hercus1994_155_177-178,
sample,ARW,int_disc_misc,aspect,[V]:(yi)ngura/:kura 'CONT/CONT.P',:(yi)ngura/:kura 'CONT/CONT.P',CONT/CONT.P,t_simult_circ,,,,,,,,,Hercus1994_155_177-178,
sample,ARW,int_disc_misc,,[V]:limaru/(i)naru/(yi)rinaru/kanharu/yangu 'PLUP',:limaru/(i)naru/(yi)rinaru/kanharu/yangu,PLUP,t_prior_cause,,,,,,,,,Hercus1994_173-175,
sample,ARW,int_disc_misc,,[V]:rakarna 'PASS',:rakarna,PASS,"t_simult_circ, compar_manner",,,,,,,,,Hercus1994_179,
sample,ARW,int_disc_misc,"mood, attitude",[V]:iya 'IRR',:iya,IRR,"t_result_purp, appreh",,,,,,,,,Hercus1994_181_187-188,
sample,ARW,nfin,?converb,[V]:nha 'NP',:nha,NP,"t_simult_circ, t_result_purp",,,,DS,,,,,Hercus1994_184-186_270-271,"""370"", ""549"", ""551"", ""554"", ""687b"", ""980"""
sample,ARW,nfin,?converb,[perc/desid/cog/juss_V]:nha 'NP',:nha,NP,complement,,,,,,,,,Hercus1994_185,
sample,ARW,cjxPbo,external,[perc/desid/cog/juss_V:speed:NP]-nga 'LOC',-nga,LOC,complement,,,,DS,,,,,Hercus1994_185-186,
sample,ARW,cjxPbo,"external, converb, post-infl",[V:NP]-nga 'LOC',-nga,LOC,"t_simult_circ, t_result_purp",,,,DS,,,,,Hercus1994_185-186_197_267-277,
sample,ARW,int_disc_misc,N-marking,[N]-nyurdu 'too',-nyurdu,too,addit,,,,,,,,,Hercus1994_186_255,"""557"", ""998"""
sample,ARW,int_disc_misc,,[V]:liya 'LEST',:liya,LEST,appreh,,,,,,,,,Hercus1994_188-189,"""570"":""574"""
sample,ARW,nfin,"converb, infin",[V]:lhVku 'PURP',:lhVku,PURP,t_result_purp,"purpose, comp-desid, comp-cog, comp-emot, comp-purpose",,,SS,,,,,Hercus1994_189-191_270,"""177b"", ""293c"", ""355"", ""552a"", ""580"":""587"", ""589"":""590"", ""682"", ""804a"", ""905"", ""934a-b"", ""971"", ""974"":""977"", ""979"", ""986a"", ""997"", ""999a"", ""1000"":""1006"", ""1016a"""
sample,ARW,cjxCla,left-edge,muthili 'same way',muthili,same way,compar_manner,,,,,,,,,Hercus1994_215,"""728"""
sample,ARW,cjxPbo,external,[V:INFL]-li 'ADV',-li,ADV,compar_manner,,,,,,,,,Hercus1994_216,"""731a"""
sample,ARW,int_disc_misc,phoric,['say'_]ilinha/ilanha 'thus',ilinha/ilanha,thus,complement,,,,,,,,,Hercus1994_226,
sample,ARW,int_disc_misc,N-marking,[N]-nu/na 'but',-nu,but,contr_advers,,N-emphasis,,,,,,,Hercus1994_251,"""883"":""885"""
sample,ARW,cjxPbo,external,[V:INFL]-wili 'LIKE',-wili,LIKE,compar_manner,,,,,,,,,Hercus1994_254,"""905"", ""TA1-2a"""
sample,ARW,cjxCla,"bound, free",[X]-malaru 'however',-malaru,however,contr_advers,,,,,,,,,Hercus1994_258-59,"""932"", ""934b"", ""1074"""
sample,WIR,nfin,converb,[V]:dyu 'PREP',:dyu,PREP,t_result_purp,intentive,,,,,,,,Hercus1999_119-121,"""5.92"":""5.99"""
sample,WIR,nfin,converb,[V]:dha 'POT>SER',:dha,POT/SER,"cond, t_simult_circ, t_prior_cause",,POT,,,,,,,Hercus1999_121-125,"""5.100"":""5.115"""
sample,WIR,int_disc_misc,mood,[V]:la 'IRR',-la,IRR,cond,,?<ARW -la 'IRR',,,,,,,Hercus1999_125,"""5.117"":""5.118"", ""5.119"""
sample,WIR,cjxPbo,external,[V:INFL]-dhirdi 'APPR',-dhirdi,APPR,appreh,,,,,,,,,Hercus1999_125-126,"""5.120"":""5.125"""
sample,WIR,cjxPbo,external,[V:INFL]-gu 'PURP',-gu,PURP,t_result_purp,,,,,,,,,Hercus1999_127-128,"""5.128"":""5.133"", ""5.135"""
sample,WIR,nfin,converb,[V]:nga 'LOC',:nga,LOC,t_result_purp,,(only one example),,SS,,,,,Hercus1999_128,"""5.134"""
sample,WIR,nfin,converb,[V]:nda 'SWITCH',-nda,SWITCH,"t_simult_circ, t_result_purp",,,,DS,,,,,Hercus1999_128-129,"""5.136"":""5.141"""
sample,WIR,cjxCla,"bound, fluid",[X/V:INFL]-nga 'LOC',-nga,LOC,"t_simult_circ, t_result_purp",,,,,,,,,Hercus1999_53-55_128,"""3.69"""
sample,MAK,nfin,sV-RECO,(auxiliary omission),(serial verb construction),(serial verb construction),"t_result_purp, t_simult_circ",,,,,yes,,,,"Hoffmann2015, Hoffmann2016","[Birk1976]""427"", ""453"":'456"""
sample,YAW,int_disc_misc,epistemic,[X]-da 'really',-da,really,cond,,"""surely""",,,,,,,Hosokawa1991_399_476-477,
sample,YAW,int_disc_misc,,bard 'but',bard,but,contr_advers,,,,,,,,,Hosokawa1991_426_473,"""26"""
sample,YAW,int_disc_misc,,ngadyi 'whether',ngadyi,whether,"cond, t_simult_circ",,interrogative,,,,,,,Hosokawa1991_453-454,"""135"":""136"", ""235c"""
sample,YAW,cjxPbo,external,[V:INFL]-dyarri 'SEQ',-dyarri,SEQ,"t_simult_circ, cond, t_prior_cause",,,,,,,,,Hosokawa1991_460-461,"""170"":""173"""
sample,YAW,cjxPbo,external,[desid/jussive_V:INFL]:dyi/yi 'DAT',:dyi/yi,DAT,complement,,,,,,,,,Hosokawa1991_461-465,"""183"":""184"", ""185"":""187"""
sample,YAW,cjxPbo,external,[V:INFL]:dyi/yi 'DAT',:dyi/yi,DAT,t_result_purp,,,,,,,,,Hosokawa1991_461-465,"""175"", ""193"""
sample,YAW,cjxCla,left-edge,marlu-yi 'not-DAT',marlu-yi,not-DAT,appreh,,,,,,,,,Hosokawa1991_465,"""193"", ""194"""
sample,YAW,cjxCla,left-edge,(interrogatives),(interrogatives),(interrogatives),reference,,,,,,,,,Hosokawa1991_465-467,"""196"":""198"", ""199"":""207"""
sample,YAW,cjxCla,right-edge,['say'_cla]-gadya 'QUOT',-gadya,QUOT,complement,,,,,,,,,Hosokawa1991_467-468,"""208"":""214"""
sample,YAW,cjxCla,"fluid, bound, external",[NEG/V:INFL]-yirr 'and',-yirr,and,"t_simult_circ, t_result_purp, addit",,,,,,,,,Hosokawa1991_468-470,"""221"":""223"""
sample,YAW,cjxCla,left-edge,narli-nyurdany 'true-CAUS',narli-nyurdany,true-CAUS,cond,,,,,,,,,Hosokawa1991_473-475,"""239"":""242"""
sample,YAW,cjxCla,left-edge,narli-yirr 'true-and',narli-yirr,true-and,cond,,,,,,,,,Hosokawa1991_473-475,"""236"":""238"""
sample,YAW,cjxCla,left-edge,marlu-nyurdany 'not-CAUS',marlu-nyurdany,not-CAUS,"t_prior_cause, appreh",,,,,,,,,Hosokawa1991_475-476,"""243"":""247"""
sample,YAW,int_disc_misc,mood,[X]-marda 'perhaps',-marda,perhaps,cond,,,,,,,,,Hosokawa1991_477,"""254"":""255"""
sample,YAW,int_disc_misc,,[X]-bardu 'still',-bardu,still,cond,,,,,,,,,Hosokawa1991_477,"""256"":""257"""
sample,YAW,nfin,sV-CVBZ,[X/sV]-ni 'ERG',-ni,ERG,"t_simult_circ, compar_manner",,,,S=A'/S',yes,,,,Hosokawa1991_477-481,"""259"":""269"""
sample,KRL,cjxCla,left-edge,bat 'but',bat,but,contr_advers,,,,,,,,,Hudson1983_170,"[Hudson1983]""TC-19"""
sample,WKJ,int_disc_misc,mood,[V]:mara 'HYP',:mara,HYP,cond,,,,,,,,,Jones2011_201-202,"""8.73"", ""8.74"""
sample,WKJ,int_disc_misc,mood,[V]:ngara 'OBLIG',:ngara,OBLIG,cond,,,,,,,,,Jones2011_202,"""8.75"":""8.77"""
sample,WKJ,int_disc_misc,,palunyajanulu 'after that',palunyajanulu,after that,t_result_purp,,,,,,,,,Jones2011_262_296,"""11.89"":""11.90"""
sample,WKJ,int_disc_misc,,palunyangka 'after that',palunyangka,after that,t_result_purp,,,,,,,,,Jones2011_262_296,"""10.163"""
sample,WKJ,int_disc_misc,,ngaa-yila 'after that',ngaa-yila,after that,t_result_purp,,,,,,,,,Jones2011_270-271,"""10.207"":""10.208"""
sample,WKJ,nfin,converb,[V]:ra(-INT(-ERG)) 'UNR',:ra(-kija(-lu)),UNR,t_result_purp,,,,,yes,,,,Jones2011_275-276,"""11.1"":""11.5"""
sample,WKJ,nfin,converb,[V]:raku(-INT(-ERG)) 'PURP' [+O-PURP],:raku(-kija(-lu))),PURP,t_result_purp,,,+O-PURP,,yes,,,,Jones2011_276-278,"""11.6"":""11.12"""
sample,WKJ,nfin,converb,[V]:kija(-lu) 'INTENT/SS(-ERG)',:kija(-lu),INTENT/SS(-ERG),t_result_purp,,,,SS,yes,,,,Jones2011_278-281,
sample,WKJ,nfin,converb,[V]:jaku 'ADMON>DS',:jaku,ADMON>DS,appreh,,,,DS,yes,,,,Jones2011_281-282,
sample,WKJ,nfin,"converb, ptcp",[V]:nja[(-CCASE)] 'NOMZ',:nja,NOMZ,reference,,,(CCASE),,yes,,,,Jones2011_282-283,"""11.33"""
sample,WKJ,pivCase,external,[V:NOMZ]-CCASE,-CCASE,CCASE,reference,,,,pivot case,yes,,,,Jones2011_282-283_286-287,"""11.48"":""11.53"""
sample,WKJ,cjxPbo,"external, converb, post-infl",[V:NMZ]-(ja)nu 'ABL>TREL',-(ja)nu,ABL>TREL,"t_simult_circ, t_prior_cause",,,,,yes,,,,Jones2011_283-284,"""11.35"":""11.37"""
sample,WKJ,nfin,converb,[V]:la/ra 'SER',:la/ra,SER,t_prior_cause,,,,SS,yes,,,,Jones2011_284-285,"""11.40"":""11.42"""
sample,WKJ,cjxCla,left-edge,kaji 'while/when',kaji,while/when,t_simult_circ,,,,,,,,,Jones2011_285,
sample,WKJ,cjxCla,bound,[X]-la 'when',-la,when,t_simult_circ,,,,,,,,,Jones2011_285-286,"""11.46"""
sample,WKJ,cjxCla,left-edge,yangka(-ngula) 'DEM(-REL)',yangka(-ngula),DEM(-REL),reference,,,,,,,,,Jones2011_287-289,"""7.51"", ""11.54"":""11.59"""
sample,WKJ,int_disc_misc,,ngula 'later/REL',ngula,later/REL,t_result_purp,,,,,,,,,Jones2011_287-289,"""7.51"""
sample,WKJ,cjxCla,left-edge,yangka 'DEM' [+V:FUT/HYP],yangka,DEM,"cond, t_simult_circ",,,[+V:FUT/HYP],,,,,,Jones2011_289-290,"""11.50"", ""11.60"":""11.62"""
sample,WKJ,cjxCla,left-edge,yangka 'DEM' [+V:OBLIG],yangka,DEM,t_result_purp,,,[+V:OBLIG],,,,,,Jones2011_290,"""11.63"""
sample,WKJ,cjxPbo,"external, converb, post-infl",[V:DS]-ngkamarra 'AVOID',-ngkamarra,AVOID,appreh,,,,,yes,,,,Jones2011_290_291,
sample,WKJ,cjxCla,left-edge,kamu 'CONJ',kamu,CONJ,addit,,,,,,,,,Jones2011_292-293,"""3.2"""
sample,WKJ,cjxCla,left-edge,ka 'CONJ',ka,CONJ,addit,,,,,,,,,Jones2011_293-294,"""11-79"":""11-82"""
sample,WKJ,cjxCla,left-edge,an 'CONJ',an,CONJ,addit,,,,,,,,,Jones2011_294-295,"""11:83"", ""11.87"", ""11.88"""
sample,WKJ,int_disc_misc,infoStructure,[X]-nga/nguninji 'focus',-nga/nguninji,focus,contr_advers,,,,,,,,,Jones2011_308-309,"""12.23"":""12.24"", ""12.27"""
sample,GGL,cjxCla,left-edge,gamu 'CONJ',kamu,CONJ,"t_simult_circ, t_result_purp, contr_advers",,N-add,,,,,,,"Keen1983_202_251, Round2014_37","[K1983]""17"":""18"", ""31"", ""241b"", ""249"":""252"", ""T1-01"", [R2014]""58"":""59"""
sample,GGL,cjxPbo,external,[X]-ma(ngala) 'if',-ma(ngala),if,cond,,-ma 'STATE(>INTERR)' + -ngala 'when',,,,,,,"Keen1983_204_228_236-237_242_244-245, Round2014_38-39","[K1983]""156"", ""204"":""206"", ""251"", [E1995]""12-146"", [R2014]""62"":""63"""
sample,GGL,nfin,converb,[V]:irlu 'ALL' [+O-ALL],:irlu,ALL,t_result_purp,motion purpose,,+O-ALL,only SS attested,yes,,,,"Keen1983_233, Round2014_40","[K1983]""46"", ""143"":""144"", [R2014]""70"""
sample,GGL,int_disc_misc,,[V]:da 'DES' [+PRO],:da,DES,t_result_purp,,desid,+PRO,,,,,,"Keen1983_238-239, Round2014_37","[K1983]""170"":""171"", [R2014]""56"":""57"""
sample,GGL,int_disc_misc,,[V]:Ci 'HORT' [^PRO],:Ci,HORT,t_result_purp,,one example,^PRO,,,,,,Keen1983_240-241,"[K1983]""181"":""183"", ""244"", [R2014]""36"":""38"""
sample,GGL,cjxCla,bound,[X]-(a)ga 'because',-(a)ga,because,t_prior_cause,,,,,,,,,"Keen1983_243, Round2014_38","[K1983]""202"", ""203"", ""253b"", ""T2-35"", [R2014]""60"":""61"""
sample,GGL,cjxCla,"bound, free",(X-)ngala 'REL',ngala,REL,"reference, t_circ_simult, cond",,,,,,,,,"Keen1983_244-245, Round2014_39","[K1983]""156"", ""204"", ""207"", ""213"", ""251"", ""T1-5"", [R2014]""62"", ""64"":""69"""
sample,GGL,nfin,converb,"[V]:arrba 'PRIOR' [+O-ABL, +S-DAT]",:arrba,PRIOR,"complement, t_prior_cause, t_simult_circ, reference",,,"+O-ABL, +S-DAT (without DAT)","SS, O=S'",yes,,,,"Keen1983_245-247, Round2014_40-43","[K1983]""157"", [R2014]""72"", ""76"":""77"""
sample,GGL,nfin,converb,"[V]:i/urrga 'LOC/LOC.DAT' [+O-LOC(DAT), +S/A-DAT]",:i/urrga,LOC/LOC.DAT,"complement, t_simult_circ",,,"+O-LOC, +S/A-DAT","SS, O=S' (without DAT)",yes,,,,"Keen1983_245-247, Round2014_40-43","[K1983]""79"", ""214"", ""215a"", ""216"", ""217"", ""220a"", ""220b"", [R2014]""71"", ""79"""
sample,GGL,pivCase,external,[V:INFL]-CCASE,-CCASE,CCASE,reference,,"ERG(instrumental), DAT",,pivot case,,,,,"Keen1983_245-248, Round2014_40-43","[K1983]""77"":""78"", ""219b"", ""227"", [R2014]""76"", [E1995]""12-146"""
sample,GGL,nfin,converb,[V]:ntha 'DAT' [+O-DAT],:ntha,DAT,t_result_purp,purpose,one example,+O-DAT,only example is SS,yes,,,,Keen1983_247,"[K1983]""225"""
sample,GGL,nfin,converb,[V]:manymara[-CCASE] 'LEST' [+O-DAT],:manymara,LEST,appreh,,,+O-DAT,only SS attested,yes,,,,Keen1983_247,"[K1983]""226"":""227"""
sample,GGL,nfin,converb,"[V]:urlu 'PROP' [+X-PROP, +S-DAT]",:urlu,PROP,"complement, t_result_purp",comp-jussive,desid (insub),+nS-PROP,SS,yes,,,,"Keen1983_247, Round2014_41","[K1983]""221"", ""224"", ""T1-2_3"", [R2014]""73"":""75"". ""78"""
sample,YWA,cjxCla,left-edge,kangka 'because',kangka,because,t_prior_cause,,,,,,,,,KirtonCharlie1996_018,"""8.73"""
sample,YWA,cjxCla,left-edge,barra-DEMLOC 'like',barra-DEMLOC,like,compar_manner,,,,,,,,,KirtonCharlie1996_032_192-193_211,"""9.18"", ""9.34"":""9.35"""
sample,YWA,cjxCla,left-edge,baki 'and',baki,and,addit,,,,,,,,,KirtonCharlie1996_039,"""5.12"", ""8.711"", ""9.31"""
sample,YWA,int_disc_misc,quantificational,marda 'also',marda,also,addit,,,,,,,,,KirtonCharlie1996_039_210,"""5.13"", ""5.15"""
sample,YWA,cjxCla,left-edge,nyala 'INDEF>to' [+V:PT-PURP],nyala,INDEF>to,t_result_purp,,,[+V:PT-PURP],,,,,,KirtonCharlie1996_059_173,"""8.68"", ""8.426"""
sample,YWA,int_disc_misc,aspAdverbial,bawuji 'finished/so',bawuji,finished/so,t_result_purp,disco-seq,,,,,,,,KirtonCharlie1996_085-086,"""8.111"":""8.113"""
sample,YWA,cjxPbo,"external, converb, post-infl",[V:PTCP]-lu 'ERG/ALL>PURP',-lu,ERG/ALL>PURP,t_result_purp,,,^PRO,SS/O=S' (one ex),yes,,,,KirtonCharlie1996_132-135_,"""8.422"":""8.435"""
sample,YWA,nfin,converb,"[(NEG, RR-)V]:ntha(-TNS) 'PTCP'",:ntha,PTCP,"reference, t_simult_circ, t_result_purp",,insub uses,^PRO,,yes,,,,KirtonCharlie1996_135_173-178,"""8.436"":""8.437"", ""8.693"":""8.695"", ""8.714"":""8.717"""
sample,YWA,int_disc_misc,mood,[V]:yima 'HYP',:yima,HYP,cond,,,,,,,,,KirtonCharlie1996_165,"""8.650"""
sample,YWA,cjxPbo,"external, converb, post-infl",[V:PTCP]-wu 'DAT' (+O-DAT),-wu,DAT,"t_simult_circ, compar_manner, t_result_purp",,,"^PRO, (O-DAT)",SS/DS?/O=S',yes,,,,KirtonCharlie1996_167-174_178,"""8.661"":""8.662""_""8.716"":""8.717"""
sample,YWA,nfin,converb,"[perc_(NEG, RR-)V]:ntha(-TNS) 'PTCP'",:ntha,PTCP,complement,,insub uses,"^PRO, perc_",,yes,,,,KirtonCharlie1996_173-174,"""8.696"":""8.699"""
sample,YWA,cjxCla,left-edge,ngal(-PRO) 'when',ngal,when,t_simult_circ,,,,,,,,,KirtonCharlie1996_175-176,"""8.704"":""8.709"""
sample,YWA,cjxCla,left-edge,namba 'if/therefore',namba,if/therefore,cond,,,,,,,,,KirtonCharlie1996_176_209-210,"""8.710"":""8.711"", ""9.90"":""9.91"""
sample,YWA,int_disc_misc,timeAdverbial,kulu 'then',kulu,then,t_result_purp,,,,,,,,,KirtonCharlie1996_177,"""8.712"""
